ID_Mahasiswa,Prodi,IPK,IPS_Terakhir,Persentase_Kehadiran,SKS_Lulus,Jumlah_Organisasi,Kondisi_Ekonomi,Kualitas_Akses_Internet,Pengalaman_Magang,Jumlah_Sertifikasi,Aktivitas_Sosial_Skor,Status_Pekerjaan,Dukungan_Keluarga,Skor_Softskill,Kelulusan_Tepat_Waktu,Arah_Karier
MHS02800,Komputer,3.22,3.56,94,114,3,Menengah,Cukup,Ya,1,8,Tidak Bekerja,3,6,Tepat Waktu,Industri Teknologi
MHS02801,Manajemen,3.09,2.73,95,115,2,Menengah,Cukup,Tidak,5,5,Tidak Bekerja,3,7,Tidak Tepat Waktu,Lanjut Studi
MHS02802,Komputer,3.03,3.19,94,121,1,Tinggi,Baik,Ya,7,5,Freelance,3,8,Tepat Waktu,Software Developer
MHS02803,Komputer,3.02,2.83,70,118,0,Tinggi,Baik,Ya,1,4,Tidak Bekerja,1,6,Tidak Tepat Waktu,Software Developer
MHS02804,Komputer,2.83,2.97,93,103,0,Rendah,Cukup,Tidak,0,3,Tidak Bekerja,3,8,Tidak Tepat Waktu,Wirausaha Digital
MHS02805,Bisnis Digital,3.76,3.74,82,125,2,Rendah,Baik,Ya,1,3,Part-time,3,9,Tepat Waktu,Lanjut Studi
MHS02806,Komputer,3.05,2.79,77,84,2,Menengah,Kurang,Ya,3,5,Freelance,2,7,Tidak Tepat Waktu,Startup
MHS02807,Komputer,2.89,2.72,83,99,2,Menengah,Baik,Ya,2,8,Part-time,3,7,Tidak Tepat Waktu,Lanjut Studi
MHS02808,Manajemen,3.64,3.58,86,128,3,Menengah,Baik,Ya,1,8,Tidak Bekerja,3,8,Tepat Waktu,Lanjut Studi
MHS02809,Bisnis Digital,2.96,3.04,80,133,4,Rendah,Cukup,Ya,3,8,Part-time,2,6,Tepat Waktu,Wirausaha Digital
MHS02810,Bisnis Digital,3.15,3.05,88,142,1,Tinggi,Baik,Tidak,1,4,Part-time,3,8,Tepat Waktu,Digital Marketing
MHS02811,Manajemen,3.43,3.63,73,112,1,Menengah,Baik,Tidak,1,3,Part-time,4,10,Tepat Waktu,Wirausaha
MHS02812,Bisnis Digital,3.08,3.03,93,127,1,Tinggi,Baik,Ya,9,5,Freelance,2,10,Tepat Waktu,E-Commerce
MHS02813,Manajemen,2.84,2.92,87,101,3,Tinggi,Baik,Tidak,3,6,Tidak Bekerja,2,10,Tidak Tepat Waktu,Pemerintahan
MHS02814,Manajemen,3.66,3.77,80,122,2,Menengah,Kurang,Tidak,2,3,Freelance,3,8,Tepat Waktu,Lanjut Studi
MHS02815,Bisnis Digital,3.45,3.37,80,131,2,Menengah,Cukup,Ya,4,3,Tidak Bekerja,3,8,Tepat Waktu,Digital Marketing
MHS02816,Bisnis Digital,3.66,3.82,74,118,2,Tinggi,Baik,Tidak,1,8,Tidak Bekerja,3,5,Tepat Waktu,Lanjut Studi
MHS02817,Komputer,3.08,2.92,76,102,4,Tinggi,Baik,Ya,2,10,Freelance,2,9,Tidak Tepat Waktu,Wirausaha Digital
MHS02818,Manajemen,3.26,3.05,95,128,2,Tinggi,Cukup,Tidak,1,6,Tidak Bekerja,2,6,Tepat Waktu,Lanjut Studi
MHS02819,Manajemen,3.79,3.59,97,120,0,Menengah,Baik,Ya,1,1,Tidak Bekerja,3,9,Tepat Waktu,Industri Manajemen
MHS02820,Bisnis Digital,3.56,3.86,79,127,2,Menengah,Cukup,Ya,4,7,Tidak Bekerja,3,7,Tepat Waktu,E-Commerce
MHS02821,Komputer,2.59,2.76,73,107,0,Menengah,Cukup,Tidak,4,6,Tidak Bekerja,3,6,Tidak Tepat Waktu,Startup
MHS02822,Komputer,3.33,3.25,79,119,0,Tinggi,Baik,Tidak,2,7,Tidak Bekerja,5,5,Tepat Waktu,Data Analyst
MHS02823,Manajemen,3.04,2.87,94,123,3,Menengah,Baik,Ya,1,6,Tidak Bekerja,5,7,Tepat Waktu,Industri Manajemen
MHS02824,Komputer,3.29,3.41,82,113,0,Menengah,Baik,Tidak,3,7,Part-time,2,5,Tepat Waktu,Industri Teknologi
MHS02825,Bisnis Digital,3.06,3.19,78,124,2,Menengah,Baik,Tidak,2,5,Part-time,4,6,Tidak Tepat Waktu,Wirausaha Digital
MHS02826,Bisnis Digital,3.13,3.02,91,110,4,Tinggi,Baik,Ya,2,5,Part-time,4,8,Tepat Waktu,Digital Marketing
MHS02827,Komputer,3.29,3.46,80,138,2,Menengah,Baik,Tidak,3,5,Tidak Bekerja,4,6,Tepat Waktu,Software Developer
MHS02828,Komputer,2.99,2.81,88,123,1,Menengah,Cukup,Tidak,2,1,Tidak Bekerja,4,6,Tidak Tepat Waktu,Software Developer
MHS02829,Komputer,3.06,3.13,95,116,3,Menengah,Cukup,Ya,3,7,Tidak Bekerja,4,4,Tepat Waktu,Wirausaha Digital
MHS02830,Bisnis Digital,3.29,3.49,68,126,0,Menengah,Cukup,Ya,2,2,Freelance,5,8,Tepat Waktu,Content Strategist
MHS02831,Komputer,2.92,2.74,69,97,0,Rendah,Kurang,Ya,2,2,Part-time,2,6,Tidak Tepat Waktu,Industri Teknologi
MHS02832,Manajemen,3.92,4.0,93,136,2,Rendah,Cukup,Ya,1,10,Tidak Bekerja,4,8,Tepat Waktu,Industri Manajemen
MHS02833,Komputer,3.35,3.2,72,122,0,Menengah,Kurang,Ya,1,4,Tidak Bekerja,2,6,Tepat Waktu,Software Developer
MHS02834,Manajemen,2.72,3.0,68,118,2,Menengah,Cukup,Tidak,1,2,Tidak Bekerja,5,9,Tidak Tepat Waktu,Marketing
MHS02835,Manajemen,2.99,3.12,80,102,2,Rendah,Cukup,Ya,1,10,Tidak Bekerja,3,6,Tidak Tepat Waktu,Industri Manajemen
MHS02836,Bisnis Digital,2.77,2.61,84,110,1,Rendah,Cukup,Ya,7,5,Tidak Bekerja,2,10,Tidak Tepat Waktu,Startup
MHS02837,Manajemen,3.33,3.07,88,115,0,Tinggi,Baik,Ya,1,7,Tidak Bekerja,3,6,Tepat Waktu,Industri Manajemen
MHS02838,Komputer,3.27,2.97,75,123,1,Menengah,Cukup,Ya,6,2,Freelance,4,4,Tepat Waktu,Industri Teknologi
MHS02839,Komputer,3.04,3.28,84,109,2,Tinggi,Baik,Ya,1,2,Freelance,3,6,Tepat Waktu,Wirausaha Digital
MHS02840,Komputer,3.73,3.55,83,118,0,Menengah,Cukup,Ya,4,4,Freelance,1,7,Tepat Waktu,Data Analyst
MHS02841,Komputer,3.65,3.38,94,129,1,Menengah,Cukup,Ya,3,3,Tidak Bekerja,4,6,Tepat Waktu,Industri Teknologi
MHS02842,Manajemen,3.05,3.31,76,120,0,Menengah,Cukup,Ya,0,4,Tidak Bekerja,4,9,Tepat Waktu,Wirausaha
MHS02843,Manajemen,3.94,3.91,90,131,1,Rendah,Cukup,Ya,4,6,Tidak Bekerja,4,7,Tepat Waktu,Industri Manajemen
MHS02844,Manajemen,3.52,3.68,93,118,3,Tinggi,Cukup,Ya,1,5,Tidak Bekerja,3,8,Tepat Waktu,Industri Manajemen
MHS02845,Bisnis Digital,2.88,3.05,90,111,0,Menengah,Kurang,Ya,1,4,Part-time,3,7,Tidak Tepat Waktu,E-Commerce
MHS02846,Manajemen,3.27,3.23,91,120,1,Rendah,Cukup,Ya,4,3,Part-time,4,8,Tepat Waktu,Marketing
MHS02847,Manajemen,3.03,3.31,100,105,3,Menengah,Cukup,Tidak,2,6,Freelance,4,7,Tepat Waktu,Human Resource
MHS02848,Komputer,3.16,3.4,70,137,3,Rendah,Kurang,Tidak,3,8,Freelance,2,6,Tidak Tepat Waktu,Data Analyst
MHS02849,Manajemen,3.49,3.6,71,123,3,Menengah,Cukup,Tidak,0,6,Tidak Bekerja,3,9,Tepat Waktu,Marketing
MHS02850,Manajemen,3.31,3.6,92,114,1,Menengah,Kurang,Ya,1,3,Freelance,3,6,Tepat Waktu,Industri Manajemen
MHS02851,Komputer,3.43,3.24,79,99,3,Menengah,Cukup,Ya,5,7,Tidak Bekerja,1,6,Tepat Waktu,Data Analyst
MHS02852,Komputer,3.2,3.52,97,118,1,Rendah,Kurang,Ya,1,7,Tidak Bekerja,1,7,Tepat Waktu,Software Developer
MHS02853,Bisnis Digital,3.63,3.83,78,118,2,Menengah,Baik,Ya,3,4,Freelance,4,6,Tepat Waktu,E-Commerce
MHS02854,Bisnis Digital,3.37,3.2,100,142,1,Menengah,Cukup,Ya,3,5,Tidak Bekerja,2,8,Tepat Waktu,E-Commerce
MHS02855,Bisnis Digital,3.27,3.27,80,105,3,Menengah,Cukup,Ya,8,6,Tidak Bekerja,1,7,Tepat Waktu,E-Commerce
MHS02856,Komputer,2.84,2.67,73,105,3,Menengah,Cukup,Ya,5,5,Freelance,3,3,Tidak Tepat Waktu,Data Analyst
MHS02857,Komputer,3.49,3.54,100,103,2,Rendah,Cukup,Ya,3,5,Part-time,3,6,Tepat Waktu,Wirausaha Digital
MHS02858,Bisnis Digital,3.05,3.13,84,109,1,Menengah,Cukup,Tidak,3,6,Part-time,3,7,Tidak Tepat Waktu,Digital Marketing
MHS02859,Manajemen,3.51,3.41,84,120,2,Rendah,Kurang,Ya,2,8,Tidak Bekerja,2,7,Tepat Waktu,Industri Manajemen
MHS02860,Manajemen,2.58,2.72,82,130,2,Rendah,Kurang,Ya,3,6,Tidak Bekerja,3,8,Tidak Tepat Waktu,Marketing
MHS02861,Manajemen,3.61,3.38,87,140,2,Menengah,Cukup,Ya,2,6,Tidak Bekerja,2,5,Tepat Waktu,Pemerintahan
MHS02862,Bisnis Digital,3.63,3.4,93,119,1,Menengah,Cukup,Ya,5,4,Freelance,2,8,Tepat Waktu,Digital Marketing
MHS02863,Bisnis Digital,3.47,3.35,85,144,2,Menengah,Baik,Tidak,2,9,Tidak Bekerja,3,5,Tepat Waktu,Digital Marketing
MHS02864,Manajemen,3.66,3.96,84,120,0,Menengah,Kurang,Ya,3,6,Part-time,3,8,Tepat Waktu,Human Resource
MHS02865,Komputer,3.57,3.56,88,111,1,Menengah,Kurang,Tidak,5,6,Freelance,2,8,Tepat Waktu,Software Developer
MHS02866,Bisnis Digital,3.16,3.35,100,103,1,Tinggi,Cukup,Ya,3,9,Part-time,5,7,Tepat Waktu,Digital Marketing
MHS02867,Bisnis Digital,3.22,3.16,93,107,2,Menengah,Cukup,Ya,3,5,Tidak Bekerja,3,6,Tepat Waktu,Startup
MHS02868,Manajemen,3.42,3.18,87,108,1,Rendah,Cukup,Ya,4,2,Part-time,4,7,Tepat Waktu,Human Resource
MHS02869,Bisnis Digital,3.59,3.45,84,136,3,Tinggi,Cukup,Ya,1,5,Freelance,2,8,Tepat Waktu,Startup
MHS02870,Komputer,3.12,2.71,98,120,1,Menengah,Cukup,Tidak,5,2,Tidak Bekerja,3,10,Tepat Waktu,Data Analyst
MHS02871,Manajemen,4.0,4.0,95,125,0,Menengah,Cukup,Ya,1,3,Tidak Bekerja,3,6,Tepat Waktu,Industri Manajemen
MHS02872,Manajemen,3.3,3.33,81,130,6,Tinggi,Baik,Ya,2,10,Tidak Bekerja,2,7,Tepat Waktu,Wirausaha
MHS02873,Bisnis Digital,3.27,3.15,86,137,0,Menengah,Kurang,Tidak,4,2,Tidak Bekerja,2,7,Tepat Waktu,Startup
MHS02874,Bisnis Digital,3.37,3.47,73,143,3,Menengah,Baik,Ya,3,7,Freelance,4,9,Tepat Waktu,Digital Marketing
MHS02875,Manajemen,3.01,3.31,81,107,3,Rendah,Kurang,Ya,3,8,Part-time,1,5,Tidak Tepat Waktu,Marketing
MHS02876,Manajemen,3.61,3.66,89,111,3,Rendah,Kurang,Ya,3,6,Part-time,3,4,Tepat Waktu,Human Resource
MHS02877,Komputer,3.69,3.85,96,143,2,Menengah,Cukup,Tidak,0,5,Tidak Bekerja,2,5,Tepat Waktu,Lanjut Studi
MHS02878,Manajemen,2.93,3.09,84,116,0,Tinggi,Cukup,Ya,6,4,Tidak Bekerja,3,7,Tepat Waktu,Industri Manajemen
MHS02879,Komputer,3.52,3.08,73,124,1,Rendah,Baik,Ya,3,7,Freelance,2,9,Tepat Waktu,Data Analyst
MHS02880,Komputer,2.54,2.86,79,115,0,Tinggi,Kurang,Ya,2,6,Freelance,5,5,Tidak Tepat Waktu,Industri Teknologi
MHS02881,Komputer,3.11,3.4,97,121,2,Tinggi,Cukup,Tidak,2,6,Part-time,4,7,Tepat Waktu,Software Developer
MHS02882,Komputer,3.36,3.49,86,122,0,Menengah,Baik,Ya,5,2,Tidak Bekerja,4,7,Tepat Waktu,Software Developer
MHS02883,Manajemen,3.14,2.73,88,112,3,Menengah,Kurang,Ya,2,6,Part-time,3,6,Tidak Tepat Waktu,Pemerintahan
MHS02884,Komputer,3.26,3.06,98,110,2,Rendah,Baik,Tidak,4,4,Tidak Bekerja,3,6,Tepat Waktu,Software Developer
MHS02885,Manajemen,3.28,3.84,87,115,2,Menengah,Baik,Ya,4,5,Tidak Bekerja,4,7,Tepat Waktu,Human Resource
MHS02886,Komputer,3.57,3.84,89,112,1,Rendah,Cukup,Ya,3,4,Freelance,2,7,Tepat Waktu,Software Developer
MHS02887,Bisnis Digital,3.22,2.98,83,99,0,Rendah,Baik,Ya,2,5,Tidak Bekerja,3,6,Tepat Waktu,Content Strategist
MHS02888,Bisnis Digital,2.99,3.01,77,121,0,Menengah,Cukup,Tidak,4,4,Tidak Bekerja,2,6,Tidak Tepat Waktu,Wirausaha Digital
MHS02889,Komputer,2.7,2.49,77,134,2,Menengah,Cukup,Ya,1,4,Tidak Bekerja,3,7,Tidak Tepat Waktu,Data Analyst
MHS02890,Bisnis Digital,3.79,3.88,97,130,4,Menengah,Cukup,Ya,6,5,Freelance,4,7,Tepat Waktu,Startup
MHS02891,Komputer,3.53,3.49,77,101,4,Menengah,Baik,Ya,2,5,Freelance,4,2,Tepat Waktu,Industri Teknologi
MHS02892,Bisnis Digital,3.21,2.92,87,114,0,Menengah,Cukup,Tidak,2,3,Tidak Bekerja,1,7,Tidak Tepat Waktu,Wirausaha Digital
MHS02893,Manajemen,2.73,2.75,75,109,0,Tinggi,Cukup,Ya,0,8,Tidak Bekerja,3,8,Tidak Tepat Waktu,Pemerintahan
MHS02894,Bisnis Digital,2.85,2.79,75,124,1,Rendah,Cukup,Ya,5,6,Freelance,3,7,Tidak Tepat Waktu,Digital Marketing
MHS02895,Manajemen,2.9,2.83,93,117,4,Tinggi,Baik,Tidak,3,7,Tidak Bekerja,3,7,Tidak Tepat Waktu,Industri Manajemen
MHS02896,Komputer,2.57,2.8,67,86,3,Menengah,Cukup,Tidak,3,7,Tidak Bekerja,5,6,Tidak Tepat Waktu,Software Developer
MHS02897,Komputer,3.8,3.96,87,140,1,Tinggi,Baik,Ya,2,7,Freelance,3,5,Tepat Waktu,Lanjut Studi
MHS02898,Komputer,3.29,3.29,77,109,3,Rendah,Kurang,Ya,4,7,Tidak Bekerja,2,7,Tepat Waktu,Software Developer
MHS02899,Bisnis Digital,3.24,3.27,100,111,2,Rendah,Kurang,Tidak,1,6,Tidak Bekerja,5,7,Tepat Waktu,E-Commerce
MHS02900,Bisnis Digital,3.39,3.39,91,109,1,Menengah,Baik,Ya,6,5,Tidak Bekerja,1,8,Tepat Waktu,Startup
MHS02901,Bisnis Digital,3.47,3.46,97,127,1,Menengah,Kurang,Ya,3,2,Freelance,1,7,Tepat Waktu,Digital Marketing
MHS02902,Manajemen,3.2,3.42,73,111,1,Menengah,Cukup,Ya,1,6,Tidak Bekerja,2,5,Tepat Waktu,Pemerintahan
MHS02903,Bisnis Digital,2.71,3.11,80,122,1,Menengah,Kurang,Tidak,4,1,Tidak Bekerja,4,4,Tidak Tepat Waktu,Digital Marketing
MHS02904,Bisnis Digital,3.18,2.78,81,111,2,Menengah,Cukup,Ya,6,7,Freelance,3,6,Tepat Waktu,E-Commerce
MHS02905,Komputer,3.78,3.59,87,144,2,Rendah,Kurang,Tidak,2,9,Part-time,4,4,Tepat Waktu,Wirausaha Digital
MHS02906,Bisnis Digital,3.05,2.95,72,110,3,Tinggi,Cukup,Ya,2,6,Tidak Bekerja,3,8,Tidak Tepat Waktu,Wirausaha Digital
MHS02907,Komputer,3.57,3.44,80,132,2,Menengah,Baik,Ya,2,6,Freelance,2,6,Tepat Waktu,Industri Teknologi
MHS02908,Manajemen,2.77,2.56,86,88,0,Tinggi,Baik,Tidak,4,6,Tidak Bekerja,2,6,Tidak Tepat Waktu,Wirausaha
MHS02909,Komputer,3.27,3.07,77,135,0,Menengah,Cukup,Tidak,1,6,Tidak Bekerja,4,8,Tepat Waktu,Wirausaha Digital
MHS02910,Komputer,3.07,3.37,92,124,1,Rendah,Kurang,Ya,6,4,Tidak Bekerja,4,8,Tepat Waktu,Data Analyst
MHS02911,Bisnis Digital,3.55,3.36,85,118,1,Menengah,Baik,Ya,4,6,Freelance,3,8,Tepat Waktu,Startup
MHS02912,Manajemen,3.34,3.34,82,107,3,Rendah,Cukup,Tidak,1,5,Tidak Bekerja,4,6,Tepat Waktu,Industri Manajemen
MHS02913,Manajemen,3.11,2.92,78,128,4,Tinggi,Cukup,Ya,3,5,Part-time,3,4,Tidak Tepat Waktu,Lanjut Studi
MHS02914,Komputer,3.82,3.78,90,117,0,Tinggi,Cukup,Tidak,4,4,Part-time,3,6,Tepat Waktu,Lanjut Studi
MHS02915,Bisnis Digital,3.08,3.25,81,141,0,Tinggi,Baik,Ya,6,2,Part-time,3,8,Tepat Waktu,Startup
MHS02916,Manajemen,3.32,3.34,84,115,2,Tinggi,Baik,Ya,2,10,Part-time,4,9,Tepat Waktu,Wirausaha
MHS02917,Manajemen,3.46,3.51,81,141,0,Tinggi,Cukup,Ya,0,5,Part-time,4,5,Tepat Waktu,Marketing
MHS02918,Komputer,3.52,3.12,83,121,0,Menengah,Cukup,Ya,3,5,Freelance,1,7,Tepat Waktu,Startup
MHS02919,Bisnis Digital,3.7,3.63,79,110,0,Rendah,Kurang,Ya,3,5,Freelance,3,8,Tepat Waktu,E-Commerce
MHS02920,Komputer,3.63,3.85,96,126,2,Tinggi,Cukup,Ya,1,5,Tidak Bekerja,3,6,Tepat Waktu,Industri Teknologi
MHS02921,Komputer,2.74,2.79,66,105,0,Rendah,Cukup,Ya,3,2,Tidak Bekerja,2,7,Tidak Tepat Waktu,Data Analyst
MHS02922,Bisnis Digital,3.41,3.6,91,112,3,Tinggi,Cukup,Ya,3,6,Freelance,4,9,Tepat Waktu,Digital Marketing
MHS02923,Komputer,3.33,3.63,82,105,1,Menengah,Cukup,Ya,3,4,Freelance,4,7,Tepat Waktu,Data Analyst
MHS02924,Manajemen,3.14,3.34,72,133,1,Menengah,Cukup,Ya,1,4,Freelance,2,7,Tepat Waktu,Industri Manajemen
MHS02925,Bisnis Digital,3.49,3.6,83,106,1,Menengah,Cukup,Tidak,2,4,Tidak Bekerja,4,7,Tepat Waktu,Content Strategist
MHS02926,Manajemen,3.32,3.2,94,123,2,Menengah,Cukup,Tidak,4,4,Tidak Bekerja,3,9,Tepat Waktu,Wirausaha
MHS02927,Bisnis Digital,3.02,3.08,75,101,0,Menengah,Cukup,Ya,0,2,Part-time,3,10,Tidak Tepat Waktu,Wirausaha Digital
MHS02928,Bisnis Digital,3.32,3.59,91,118,0,Rendah,Cukup,Tidak,5,7,Freelance,2,6,Tepat Waktu,Digital Marketing
MHS02929,Manajemen,3.22,3.81,88,95,0,Menengah,Kurang,Ya,2,4,Part-time,3,6,Tepat Waktu,Lanjut Studi
MHS02930,Komputer,2.87,2.85,85,112,5,Menengah,Cukup,Ya,4,6,Tidak Bekerja,3,8,Tidak Tepat Waktu,Software Developer
MHS02931,Komputer,3.82,3.46,87,100,2,Menengah,Cukup,Ya,2,8,Tidak Bekerja,5,10,Tepat Waktu,Software Developer
MHS02932,Manajemen,3.31,3.14,69,83,2,Menengah,Cukup,Ya,2,7,Tidak Bekerja,2,8,Tidak Tepat Waktu,Marketing
MHS02933,Manajemen,3.19,3.46,96,101,0,Tinggi,Baik,Tidak,1,4,Tidak Bekerja,1,8,Tepat Waktu,Lanjut Studi
MHS02934,Bisnis Digital,2.74,3.33,88,98,3,Menengah,Cukup,Ya,4,6,Tidak Bekerja,4,6,Tidak Tepat Waktu,Digital Marketing
MHS02935,Bisnis Digital,3.6,3.94,95,119,1,Menengah,Cukup,Ya,6,7,Tidak Bekerja,3,8,Tepat Waktu,Digital Marketing
MHS02936,Komputer,2.82,2.6,65,109,1,Menengah,Kurang,Ya,3,3,Freelance,3,6,Tidak Tepat Waktu,Wirausaha Digital
MHS02937,Bisnis Digital,3.12,3.27,98,114,0,Menengah,Cukup,Ya,2,7,Tidak Bekerja,3,7,Tepat Waktu,E-Commerce
MHS02938,Komputer,3.26,3.49,84,126,0,Menengah,Cukup,Tidak,1,3,Tidak Bekerja,5,8,Tepat Waktu,Software Developer
MHS02939,Manajemen,3.54,3.43,81,126,0,Menengah,Cukup,Ya,3,6,Tidak Bekerja,3,8,Tepat Waktu,Industri Manajemen
MHS02940,Komputer,2.66,2.83,73,109,2,Rendah,Baik,Ya,3,6,Tidak Bekerja,3,5,Tidak Tepat Waktu,Startup
MHS02941,Manajemen,2.87,2.78,90,114,0,Rendah,Cukup,Tidak,2,5,Part-time,2,8,Tidak Tepat Waktu,Wirausaha
MHS02942,Manajemen,2.83,2.58,92,119,1,Rendah,Cukup,Ya,0,4,Tidak Bekerja,3,8,Tidak Tepat Waktu,Wirausaha
MHS02943,Komputer,3.53,3.5,89,131,2,Rendah,Cukup,Ya,4,5,Tidak Bekerja,3,5,Tepat Waktu,Startup
MHS02944,Manajemen,3.93,3.73,100,144,4,Menengah,Cukup,Ya,1,8,Tidak Bekerja,5,5,Tepat Waktu,Lanjut Studi
MHS02945,Komputer,2.86,3.01,89,120,2,Rendah,Kurang,Ya,4,6,Part-time,2,6,Tidak Tepat Waktu,Lanjut Studi
MHS02946,Manajemen,3.45,3.32,66,142,3,Rendah,Kurang,Ya,2,8,Tidak Bekerja,3,6,Tepat Waktu,Marketing
MHS02947,Komputer,3.78,3.64,89,122,1,Tinggi,Baik,Ya,1,5,Freelance,3,6,Tepat Waktu,Lanjut Studi
MHS02948,Manajemen,3.42,3.25,88,123,1,Tinggi,Baik,Tidak,0,8,Freelance,5,4,Tepat Waktu,Wirausaha
MHS02949,Komputer,3.15,3.39,77,109,1,Menengah,Kurang,Ya,2,5,Tidak Bekerja,2,6,Tidak Tepat Waktu,Startup
MHS02950,Bisnis Digital,3.37,3.57,72,136,1,Rendah,Kurang,Ya,3,3,Freelance,1,8,Tepat Waktu,Digital Marketing
MHS02951,Komputer,3.6,3.91,84,103,2,Rendah,Kurang,Tidak,4,5,Part-time,4,2,Tepat Waktu,Lanjut Studi
MHS02952,Manajemen,2.99,2.93,82,108,3,Tinggi,Cukup,Tidak,1,8,Tidak Bekerja,5,6,Tidak Tepat Waktu,Pemerintahan
MHS02953,Manajemen,3.02,3.15,100,137,1,Tinggi,Baik,Ya,1,7,Part-time,2,8,Tepat Waktu,Wirausaha
MHS02954,Manajemen,3.43,3.81,86,116,3,Rendah,Cukup,Ya,1,9,Tidak Bekerja,2,7,Tepat Waktu,Lanjut Studi
MHS02955,Bisnis Digital,3.26,3.41,81,123,2,Rendah,Kurang,Ya,4,9,Freelance,1,7,Tepat Waktu,E-Commerce
MHS02956,Komputer,3.06,3.06,81,108,0,Tinggi,Baik,Ya,2,4,Freelance,2,7,Tidak Tepat Waktu,Software Developer
MHS02957,Komputer,3.44,3.8,71,136,4,Rendah,Kurang,Tidak,2,5,Freelance,2,9,Tepat Waktu,Wirausaha Digital
MHS02958,Bisnis Digital,3.29,3.04,99,126,2,Menengah,Baik,Tidak,2,7,Part-time,3,6,Tepat Waktu,Wirausaha Digital
MHS02959,Bisnis Digital,3.3,3.37,78,112,3,Menengah,Cukup,Tidak,1,7,Freelance,2,7,Tepat Waktu,Digital Marketing
MHS02960,Bisnis Digital,3.67,3.89,78,122,2,Rendah,Cukup,Ya,3,7,Tidak Bekerja,3,7,Tepat Waktu,Startup
MHS02961,Bisnis Digital,2.85,2.99,85,99,0,Menengah,Cukup,Ya,6,6,Tidak Bekerja,4,7,Tepat Waktu,Digital Marketing
MHS02962,Bisnis Digital,3.05,3.05,65,110,1,Tinggi,Cukup,Ya,1,1,Part-time,2,8,Tidak Tepat Waktu,Startup
MHS02963,Manajemen,3.34,3.11,79,118,3,Menengah,Baik,Tidak,1,4,Freelance,4,8,Tepat Waktu,Human Resource
MHS02964,Manajemen,2.92,2.71,91,99,1,Rendah,Baik,Tidak,1,5,Tidak Bekerja,4,7,Tidak Tepat Waktu,Human Resource
MHS02965,Komputer,3.24,3.1,73,138,1,Menengah,Cukup,Ya,3,6,Freelance,4,8,Tepat Waktu,Data Analyst
MHS02966,Bisnis Digital,3.65,3.34,87,122,1,Rendah,Kurang,Ya,5,4,Freelance,3,7,Tepat Waktu,E-Commerce
MHS02967,Manajemen,2.94,3.16,79,116,4,Rendah,Baik,Ya,3,7,Tidak Bekerja,4,7,Tepat Waktu,Human Resource
MHS02968,Bisnis Digital,3.9,3.72,91,134,2,Menengah,Cukup,Ya,4,8,Freelance,1,8,Tepat Waktu,Digital Marketing
MHS02969,Manajemen,3.07,3.13,96,95,1,Menengah,Kurang,Ya,1,4,Tidak Bekerja,3,7,Tidak Tepat Waktu,Marketing
MHS02970,Bisnis Digital,2.86,2.91,85,88,1,Rendah,Cukup,Tidak,3,5,Freelance,4,7,Tidak Tepat Waktu,E-Commerce
MHS02971,Komputer,3.26,3.25,70,109,4,Tinggi,Kurang,Tidak,3,8,Tidak Bekerja,3,5,Tidak Tepat Waktu,Software Developer
MHS02972,Bisnis Digital,3.57,3.48,87,121,1,Rendah,Cukup,Tidak,4,9,Part-time,2,8,Tepat Waktu,Startup
MHS02973,Komputer,3.3,3.04,75,117,1,Rendah,Cukup,Ya,0,5,Freelance,2,6,Tepat Waktu,Startup
MHS02974,Bisnis Digital,3.32,3.45,78,116,3,Menengah,Baik,Ya,3,6,Freelance,2,5,Tepat Waktu,Content Strategist
MHS02975,Komputer,3.29,3.32,75,98,3,Tinggi,Baik,Ya,2,10,Tidak Bekerja,3,5,Tepat Waktu,Startup
MHS02976,Manajemen,2.37,2.18,84,124,2,Rendah,Baik,Tidak,0,3,Freelance,4,6,Tidak Tepat Waktu,Human Resource
MHS02977,Bisnis Digital,3.1,2.49,78,102,2,Rendah,Kurang,Ya,3,6,Tidak Bekerja,5,4,Tidak Tepat Waktu,Lanjut Studi
MHS02978,Bisnis Digital,3.22,3.53,90,128,1,Menengah,Cukup,Ya,4,7,Freelance,4,7,Tepat Waktu,E-Commerce
MHS02979,Bisnis Digital,3.24,3.23,73,128,0,Menengah,Baik,Ya,5,4,Freelance,1,6,Tepat Waktu,Wirausaha Digital
MHS02980,Komputer,3.14,2.97,76,111,0,Rendah,Baik,Ya,1,5,Tidak Bekerja,4,3,Tidak Tepat Waktu,Startup
MHS02981,Bisnis Digital,3.15,3.32,97,110,0,Menengah,Cukup,Ya,4,1,Tidak Bekerja,3,7,Tepat Waktu,Startup
MHS02982,Komputer,3.51,3.62,75,123,2,Tinggi,Baik,Ya,1,8,Part-time,2,5,Tepat Waktu,Startup
MHS02983,Manajemen,3.34,3.41,77,126,2,Menengah,Kurang,Ya,3,9,Tidak Bekerja,2,8,Tepat Waktu,Industri Manajemen
MHS02984,Komputer,3.45,3.49,92,112,0,Rendah,Baik,Tidak,5,5,Tidak Bekerja,2,7,Tepat Waktu,Software Developer
MHS02985,Komputer,4.0,4.0,100,128,0,Menengah,Cukup,Ya,7,5,Freelance,4,8,Tepat Waktu,Data Analyst
MHS02986,Manajemen,3.0,3.21,85,136,1,Tinggi,Baik,Ya,4,3,Part-time,4,8,Tepat Waktu,Human Resource
